Id,SalePrice
337,171812.7915600647
342,137808.84315990726
343,193486.39369627595
347,191430.62296666304
350,337212.500157029
352,218271.2661030672
358,166387.51582978966
359,173737.7526587701
360,145264.0467140843
368,285946.8293877265
369,258801.00916686293
373,205742.8964283657
377,267900.7381167382
383,170933.411324393
386,228075.05214589034
387,242515.77791162534
390,178393.54882446516
391,153151.50734508378
395,174942.83599264937
397,119108.77537133888
398,106948.33006799425
401,116499.68768992642
404,138014.34025502356
408,114356.69767371845
409,134331.38328728176
410,142202.16466262244
418,130885.7678080848
422,393414.76726559974
427,297492.4749677969
431,358317.29773460183
433,433406.50084774743
437,324237.60579929163
438,258632.75181721448
442,320285.01568691654
447,215840.0324242768
459,301047.6063611725
460,255621.44942801463
464,215538.16231692984
465,183587.2135173245
467,179510.02505645988
468,181096.99817049693
474,163254.04573216496
480,195126.63675285547
481,194629.6147979302
483,226984.9455992388
488,177839.54809659653
492,180522.45002071603
494,172225.45362233705
499,348748.95272671257
500,295738.25174627017
501,330386.79568984825
503,276773.2459079835
506,248058.32281139924
508,257152.67301784747
511,292152.182376235
515,251663.500319635
519,240899.4341000738
521,271510.67878421384
530,234564.61957904178
532,238636.0890231226
534,180326.80452481046
540,176187.5100151302
541,115320.15356766793
551,157488.78325513448
552,171223.71793366023
554,103837.80248708912
555,116841.89880290577
556,122233.72252708784
557,111335.778199714
565,250843.55789721425
566,276040.09633039345
567,168190.89617729143
569,201496.5140167603
570,211208.86429285322
574,249772.26177747257
575,311946.0486505509
576,219196.54671318046
577,228435.9186366833
578,260443.8039722119
583,246156.08332748932
584,239333.1897221998
585,168493.6581382738
587,195589.39377506185
593,232140.28550066025
597,233255.08724558636
598,191113.66710461967
599,162742.87116978125
600,111873.94281154551
605,149820.89841685863
607,186028.51333669576
608,165609.09282113172
611,168685.54576720446
616,110701.826231006
625,171117.91097376568
629,175067.39130111458
630,122712.93914878287
631,140699.52993376984
640,234905.51724477133
642,157779.84319525427
643,131688.09411273798
646,95873.88081856075
647,184615.20083187884
655,40730.366281006485
659,109991.17873423971
663,11101.294985797169
665,101307.9841614278
667,215543.04489006248
673,171089.1503598516
676,114722.54400395768
680,162036.41049967875
682,129481.38056816801
687,150365.39007311338
688,174647.47427896436
692,140309.85309898184
693,119709.63438622838
695,161074.7328483112
697,140099.8902644567
700,151928.97080333493
702,133917.1394955438
703,157259.20808204295
704,102776.1237594924
712,79819.65877260546
713,76550.29114981175
717,264858.53195110103
720,222993.1090560027
721,32693.10781989782
726,165332.78034464235
733,98476.50371439372
736,120214.21070116769
738,111050.91259134667
741,117426.49827342291
743,13646.122666637792
745,99508.63065903758
750,150853.50625538133
756,74239.30535975298
757,148300.6935697317
758,174264.55313766765
760,88940.48750161404
765,120990.67723330835
775,111503.07203877102
776,120368.55514312403
780,173675.92920360007
783,240479.06901333004
790,101198.09273230894
795,50092.3580686622
796,133240.35597202907
797,152375.14943066894
798,121606.12900653687
804,225459.01468618057
805,227438.17812583112
806,250037.5059094226
808,121289.65440628573
814,173465.2319926052
818,258268.75730574492
821,239884.53705819166
822,301811.0396510385
825,292327.2732126076
827,249979.1937351915
830,205664.31372048383
834,242650.08912997635
835,235061.29689949038
842,130511.90298988012
845,202149.9896586301
852,205216.72441732063
857,119036.99094005427
858,127747.18793463585
859,113523.18172356734
860,137502.5099450122
861,127840.06406189682
864,245940.52510815387
868,197909.48491147216
869,205167.3133520215
872,270952.1253984284
873,225628.82688614292
885,109204.20857914876
890,108913.41219241363
895,80443.92976664327
899,57443.28842415067
906,123003.84593649948
918,168873.1768222821
923,168055.55655721674
925,120570.03921799046
927,142406.10364783174
932,258151.63482288667
933,126323.27510083554
934,155912.77016601563
942,89264.59557361258
947,265353.43675680546
948,286012.3490196996
951,154738.94705193088
957,501684.579416755
958,307965.9663729227
959,228099.0474915086
963,215121.0960283304
967,225459.00710973563
968,339653.08938728
971,173352.66573940887
972,179389.98439935019
976,81347.78825930777
978,59616.968360539715
979,82136.84265941873
984,93677.45234546287
986,178737.65362234984
991,209860.12341437835
996,196474.49738995376
1001,246235.11310269893
1007,198212.91882698153
1008,191054.23989299254
1009,223671.1468109118
1014,162376.76707725652
1022,257624.13289223178
1024,206467.805502468
1027,132466.25121922707
1030,162714.05856625165
1032,172246.92897444905
1035,165810.32204949376
1042,139283.18948232688
1047,138180.0953673521
1050,94384.28911665859
1055,287218.66408993385
1059,376425.6282747666
1061,358435.7018714166
1064,439284.8339819721
1077,217455.52124805466
1081,224222.00232184422
1092,230789.20998347414
1093,193145.90475793707
1095,213342.85445515616
1099,306594.7554812664
1101,302896.3013825923
1103,343865.1995981742
1109,286960.15609397297
1112,217307.18450538395
1113,241360.37464859226
1114,250685.49816817074
1116,254326.98767444727
1117,211592.0451622256
1119,290205.1662690298
1121,215580.24492465527
1122,192705.06180594466
1125,280902.8906858204
1137,180009.27436627445
1142,227417.2229593658
1144,194385.2961288101
1145,209731.79699628905
1147,197047.42690508236
1148,206558.49772541973
1149,160502.81860676364
1150,119628.62375228036
1153,110963.94651334954
1154,88529.43144976495
1159,347242.8373697953
1161,183106.0980295648
1167,183183.52910367143
1171,277575.4956900933
1174,201035.8656709288
1188,176245.15719704694
1189,189665.17027867388
1191,125004.60121048152
1195,144393.0296905493
1199,185293.71672515216
1201,203737.06264365974
1204,211839.18769967143
1211,163750.19459000987
1214,183751.37751678997
1219,138013.1059491109
1220,29613.356452987733
1227,203832.82901366142
1229,226716.3124260251
1231,132331.73985936146
1234,235073.79698803808
1235,123511.90933995608
1239,194077.8948927074
1240,160566.76080756474
1241,202275.20264265247
1246,103972.58841966957
1249,190004.69338647198
1250,139597.53307851078
1252,137806.3147997794
1259,151718.94688586218
1267,122845.14705445251
1269,95099.14834545841
1270,139250.51786282592
1272,122319.50741290645
1274,146174.02150145848
1276,124292.9475971458
1279,140932.61594257515
1281,187204.58299165283
1286,160783.23296479348
1287,124003.54602106451
1290,59425.9736512893
1291,148436.76408367397
1297,158585.28062313775
1302,146531.28916896772
1303,7075.756571097998
1312,113338.76424241178
1315,134011.6620185762
1322,41797.41048749653
1327,93048.81672745095
1331,116043.78268282127
1333,128344.00692362862
1334,130596.56087388161
1336,111610.5755552092
1341,114552.95313720123
1344,83161.91590854157
1347,138143.69187661388
1348,163148.99638663602
1353,162003.51853280157
1355,121267.29142463201
1356,139068.39244201613
1357,168569.03951575153
1361,141936.94849201836
1364,124656.99743496013
1368,117502.57717255336
1369,109854.33013583744
1371,146067.12189335015
1373,122948.92706441526
1374,113848.35921113579
1387,135909.00515923626
1388,70498.07878701958
1392,145535.8865882651
1394,136538.96777629253
1406,149010.15769658037
1407,263666.7565839371
1408,177078.1561722631
1409,157043.9499991345
1411,161260.5975757016
1412,104371.81188745017
1413,157220.5652990533
1414,125114.8258681395
1425,233907.2100711632
1430,206654.07710684236
1431,220284.47200800705
1435,224735.2452042376
1441,229077.59429622046
1444,229517.10894023586
1445,117882.14381209601
1446,135838.0195458671
1452,106112.30423082714
1453,122284.7776079308
1456,235341.30356588308
1457,226947.45334981894
1460,270483.48675754404
1463,244237.83474313165
1468,220634.62889957428
1471,214771.64417690196
1474,226436.96546181763
1475,185504.0269752351
1476,223068.67378922697
1478,193135.52119418344
1482,157987.4944160371
1483,157987.4944160371
1484,159285.42922738948
1485,157683.16828122508
1496,156377.38750026625
1497,139437.89650822454
1500,142746.03675727683
1506,111705.18132815836
1507,87868.66789836883
1509,121268.2402581926
1510,103069.27584268425
1513,112691.6464662754
1517,136386.08123928675
1518,170363.00533893137
1523,181487.48650282822
1524,167056.06927089544
1526,171962.23507657388
1529,217247.14544207463
1531,155546.32649905185
1535,115601.47116046613
1536,161240.54774008587
1538,368795.43588942516
1540,261056.26810675382
1543,137237.92348054313
1545,123338.13816501791
1546,122854.09324309189
1557,86722.98536141918
1558,97331.74977550613
1559,62581.673830393
1563,278626.42896014766
1568,180910.5894317528
1571,374651.5065099768
1578,154251.22935791203
1579,221127.7855181985
1584,257831.59655625338
1586,304282.43968357425
1604,117696.3211634336
1606,146625.19487525837
1610,187517.6055316576
1611,158868.7991535504
1618,158905.46195799875
1623,194634.39173517976
1624,193464.55603123116
1628,176981.50038200888
1633,245391.6788310104
1645,147065.38246939526
1649,246642.7598289723
1652,154744.53596946085
1653,182042.34849549772
1656,172602.2696946325
1662,204898.9606117204
1668,116371.45093922451
1670,93590.64319313728
1672,101656.57750832685
1673,165646.8706053819
1674,159253.1179663713
1677,129079.22468215323
1678,116230.08986077743
1679,108830.88466751216
1685,318979.1402907871
1692,386583.3395303448
1693,292572.97314632626
1696,392552.60907892336
1709,332174.74005935877
1711,285003.1334932272
1717,211005.68267384163
1718,215986.65953748985
1721,227597.942472837
1722,217779.35753379684
1725,279457.40199974016
1726,215748.64586186776
1730,168409.51809204047
1731,189146.24803978208
1733,179272.77990347648
1737,177113.50314485354
1746,255904.29762605912
1747,200488.8907279793
1748,188951.06198176552
1749,208918.9474404817
1760,176411.87914076512
1761,493219.3266106801
1762,346977.64233892586
1768,522839.9365141976
1769,249760.62300600368
1770,311043.66299173667
1776,200093.09554194176
1781,393598.6138637489
1785,274829.2604303053
1792,228976.59398743612
1798,263207.6748007219
1812,194156.81886845204
1814,240155.44838711774
1817,139676.5251848805
1818,168265.99517134743
1822,114758.02111298086
1823,113661.17226889287
1829,278926.154214092
1838,190874.10947571497
1845,199951.3777978331
1851,195063.99944084135
1855,322374.61691553047
1856,198661.122454844
1858,235317.77039514037
1865,252573.82770874788
1866,151353.0142091423
1867,192210.25504638662
1868,217392.3176709636
1876,135552.89883629815
1878,157796.25762803457
1879,118705.57046628714
1882,141242.8355799338
1883,109030.42044024018
1887,82564.88350737872
1895,158055.28516420355
1898,157789.78059537418
1904,23630.26752689411
1908,164453.60339458933
1917,168904.77989759718
1918,123021.64197426528
1920,136434.76776197445
1922,153130.27920690438
1923,162221.77349889386
1931,145668.33733263458
1935,143648.5396586941
1936,139224.06828078325
1939,118153.65282739737
1943,110975.17475367736
1944,135147.5989090943
1946,283545.26687908306
1952,72453.68987328414
1954,99424.22761554137
1958,140795.06505654613
1964,128822.24832407842
1966,129845.75236819369
1969,91158.48435214712
1977,109425.49756724929
1980,91697.57667872673
1984,134427.90079901434
1985,88239.79015297246
1988,98110.31532865288
1989,115362.17304296726
1991,146113.98427587212
1992,133717.81702922648
1997,133192.0391030216
1999,215515.09475780354
2003,106155.73914843977
2005,126423.72383813323
2010,118137.41780134931
2012,123080.08501703174
2016,122433.1882610507
2017,117464.68220016765
2022,181852.34864658365
2023,161104.4381922663
2035,142545.68122397052
2036,227479.7221269475
2040,100357.25907222932
2042,163637.65204253167
2043,67572.26458619727
2055,126737.32176220881
2056,102997.51444758684
2059,100270.55639476201
2064,102525.7748429945
2066,240100.0612254585
2070,167785.82587839683
2071,70477.77620002886
2078,258340.59114413214
2080,164796.83277010414
2085,128458.66147829086
2089,130269.77831770372
2090,213797.07271129018
2092,274628.3933665503
2094,260957.3272820218
2095,247878.92102389014
2098,346236.20400360913
2099,244251.77564092283
2103,244537.18396643107
2120,137483.50720030745
2122,179329.47444246497
2123,175360.3439904035
2134,203913.52345241874
2135,130892.3787291371
2136,123264.88517224674
2143,137370.60070738147
2145,302880.003198804
2146,247208.08947764465
2148,193096.077496115
2155,288385.24751516385
2156,289259.672994531
2157,159731.16978843854
2159,203911.75177736438
2161,186431.27530266758
2164,199652.07533951645
2165,158777.11799595473
2169,142608.4688747382
2171,99708.41495714286
2180,146689.55299962574
2182,568862.209246226
2184,136458.42556729793
2185,61885.47832427951
2188,74571.65334192188
2191,121264.81330827193
2192,80787.2631651059
2196,166556.03909958585
2198,96367.64097720438
2204,188281.88796698904
2210,203540.35377270338
2213,150600.04130159345
2215,314891.94685013866
2219,300231.1997434065
2221,257511.0149405748
2224,252335.01163380843
2228,191441.22844544594
2232,129674.81592483108
2239,113319.51125373367
2246,299795.60124605277
2247,298910.4376055287
2249,146243.9296149778
2251,181743.88173086732
2254,164969.84400709378
2256,239677.56199913373
2259,291658.1555916492
2263,242635.78665142757
2266,234078.85741730483
2271,172002.69066026332
2274,242288.17779512535
2275,259101.95459260387
2280,173332.22739044944
2281,137987.8081484817
2291,60178.471127809666
2292,146634.0730588737
2295,240752.23872862925
2297,107622.26833780957
2299,176357.091570626
2302,119931.48114224209
2303,126499.53365211008
2304,102267.32736818533
2308,202826.57976184378
2312,231348.38973005122
2314,177622.16190281726
2315,179825.34348301738
2316,191609.26814174635
2320,241334.11498341762
2321,261088.38386865542
2322,247568.70676349438
2325,178305.9445333101
2336,346416.84391552024
2340,301854.85634981596
2341,303875.1244548599
2342,356934.390525577
2345,259377.3786523391
2346,195655.40440281897
2347,171070.94212115585
2354,272840.6008011905
2357,190157.88893531918
2359,169582.17422493352
2360,132706.06220541833
2361,73949.20496880528
2362,70583.02884979016
2366,132608.23709011538
2367,124031.89440099531
2370,129142.6112711857
2373,111604.84934213781
2376,121843.27460515685
2378,130601.66375607061
2382,261589.60051492025
2387,301296.983351532
2392,332383.27146024036
2395,305736.3344127975
2396,319613.3098907019
2397,289982.0478985372
2399,350445.098311258
2401,391369.43921350385
2402,279660.1771860004
2407,195872.01386876707
2411,161192.75841451436
2414,211512.6636313714
2418,269984.78653602884
2419,186463.4176583045
2424,172985.3435045855
2427,162774.1319670626
2430,228605.45813257917
2439,194082.65173762292
2441,230656.5484392973
2442,235019.69633966597
2446,501211.34985997574
2447,375612.8160262472
2452,304817.9034159151
2457,349836.16107457166
2458,287583.79424109036
2462,372841.1904435097
2465,202141.33636088343
2467,203418.08758383302
2473,135491.28520055625
2478,189231.03300902553
2479,176298.3468232577
2482,157804.66548593968
2485,118923.87106080187
2488,135302.7078994188
2494,107803.14408464916
2500,281970.58290953364
2509,172310.63324562315
2512,204359.30206620385
2514,164812.03277419155
2515,217442.18288255628
2516,222101.19013906445
2518,173645.36582005353
2519,216345.6133462591
2520,201699.85729526955
2527,198846.31373602897
2532,128896.07692806885
2538,119704.52874196583
2539,158153.0328320547
2543,119995.23722178958
2551,137716.24584118277
2554,107638.90425694024
2555,88305.42805027888
2557,65555.93500041071
2561,140691.24820651693
2563,165853.42297302393
2564,147200.86692135327
2570,129548.54333594239
2571,341170.095402177
2576,161773.90540073285
2582,137866.00226132735
2584,146671.9364189049
2587,124021.21186594098
2589,141707.77831428236
2591,231433.58796230526
2597,114122.74930905798
2602,155723.54223517294
2605,189448.32331136125
2610,203776.58412806888
2611,165106.11062089232
2614,138069.04289924598
2616,221436.3815789507
2617,187105.74893348318
2620,142271.92485797912
2623,82854.13232766322
2631,170894.94046118163
2638,138096.15718011628
2639,111938.30423652986
2645,113393.32650522166
2647,78569.6092501795
2648,145466.63967940424
2650,112730.70793257841
2652,107037.52206291594
2656,80579.0674210794
2658,151371.49472985262
2661,197626.30098260083
2665,173883.2576027243
2673,181707.60176065567
2678,59540.0722650339
2679,108800.1838876633
2680,52504.13117784537
2685,90836.63199359638
2695,131258.32141941064
2698,111591.57928962783
2700,160393.01494584169
2706,126175.63070962937
2708,149170.5718254854
2709,139364.1041683088
2711,124975.27117453165
2718,121213.92228475722
2719,144813.86488784215
2721,184318.30171929178
2725,169749.9611457851
2726,274919.7586034782
2732,222609.28411252523
2733,119303.75136783576
2739,202584.203471121
2747,187664.0664608648
2751,229056.76412646697
2754,188866.08674729557
2755,223114.0513767575
2756,203717.599167313
2758,244698.55016698147
2763,220747.81115079398
2764,254175.47617483235
2765,214524.04394982453
2766,191702.86369776225
2768,187637.1158480661
2781,227419.3784520873
2784,188612.98094528812
2785,118034.46387671062
2786,109942.0953033269
2796,241732.39840973745
2797,290876.811716247
2801,260431.88539476148
2805,248834.2695388322
2806,212222.35737773296
2812,205787.09113724553
2817,134167.74642275448
2822,145559.80519857327
2825,231264.13698027522
2828,146876.92146855884
2831,155842.24208589416
2843,111782.05991538664
2845,119294.64760833968
2847,173461.05324072303
2855,183410.56044782794
2856,139249.96574834234
2859,172614.11836873848
2865,220202.89717954115
2867,180431.83909181366
2869,239643.952553258
2870,230846.20741759392
2874,136386.0376535608
2876,51454.432777399736
2889,167000.94693875793
2892,310508.06806488323
2895,255396.79842823255
2898,270835.85421293275
2901,310610.9464926451
2902,328585.6164825722
2908,121292.97949884034
2909,105274.678864025
2916,155763.7279533744
2917,81168.6320170144
2919,52463.67629625923
2921,70433.36233557302
2922,195417.51927151755
2925,198812.6528118603
2928,107164.59654924567
